llama_v3_1b,4,1024,-1,FP,False,35475416576,5059.973239898682
llama_v3_1b,4,1024,-1,MP,False,33842783744,5636.144638061523
llama_v3_1b,8,2048,-1,FP,True,58628343296,5589.967966079712
llama_v3_1b,4,2048,-1,HP,True,26776630784,5944.993257522583
llama_v3_1b,4,4096,-1,HP,True,46142453248,5982.491731643677
llama_v3_1b,1,16384,-1,HP,True,41408469504,5953.72200012207
llama_v3_1b,2,8192,-1,HP,True,46145553920,5991.555690765381
llama_v3_1b,8,2048,-1,HP,True,46137824768,5971.781969070435
gemma_2b,8,1024,-1,HP,False,71304183808,6880.950689315796
gemma_2b,8,512,-1,MP,False,64151334912,7286.629676818848
gemma_2b,2,2048,-1,MP,False,64191934464,7357.279062271118
gemma_2b,2,2048,-1,FP,True,46577045504,7490.2238845825195
gemma_2b,4,1024,-1,FP,True,46535200768,7557.450294494629
gemma_2b,2,4096,-1,HP,True,48319684608,7874.582052230835
gemma_2b,4,2048,-1,HP,True,48277839872,7861.189365386963
hf_GPT2,16,1024,-1,HP,False,53611723776,12093.120574951172
hf_GPT2,16,512,-1,MP,False,47610657792,14242.49267578125
hf_GPT2,8,1024,-1,MP,False,47613878784,14411.32402420044
hf_GPT2,8,2048,-1,FP,True,31556607488,15421.725988388062
hf_GPT2,2,8192,-1,HP,True,15809200128,15483.82544517517
hf_GPT2,8,4096,-1,HP,True,26935547904,15512.604713439941
hf_GPT2,16,2048,-1,HP,True,26933922816,15578.973054885864
hf_GPT2,16,2048,-1,FP,True,53787068928,15590.492248535156
timm_vit,32,-1,224,FP,False,29469913600,13836.00902557373
timm_vit,64,-1,224,HP,False,25681025024,14043.345928192139
timm_vit,64,-1,224,MP,False,33595367424,16666.570901870728
timm_vit,64,-1,224,MP,False,33595367424,16711.79509162903
timm_vit,64,-1,224,FP,True,12119618048,18019.561767578125
timm_vit,256,-1,224,HP,True,12817994240,18129.205226898193
timm_vit,128,-1,224,HP,True,8312977920,18227.070093154907
timm_convnext_v2,16,-1,224,FP,False,24370262528,9618.497371673584
timm_convnext_v2,64,-1,224,HP,False,36118669824,9653.979063034058
timm_convnext_v2,128,-1,224,FP,True,33769549312,11613.544225692749
timm_convnext_v2,32,-1,224,FP,True,15522731008,11609.720945358276
timm_convnext_v2,128,-1,224,HP,True,16897248256,11642.598867416382
timm_convnext_v2,256,-1,224,HP,True,29397624832,11644.510746002197
timm_convnext_v2,32,-1,224,MP,False,29841440256,11634.684562683105
timm_convnext_v2,64,-1,224,MP,False,50371196928,11627.742528915405
hf_clip,32,20,336,FP,False,42788812800,15856.208324432373
hf_clip,32,20,336,FP,False,42788812800,15908.447980880737
hf_clip,64,20,336,MP,False,50917990400,18875.058889389038
hf_clip,64,20,336,MP,False,50917990400,18872.969150543213
hf_clip,64,20,336,HP,True,6880291840,19964.502573013306
hf_clip,64,20,336,FP,True,13757426688,20038.764238357544
hf_clip,128,20,336,HP,True,10935667712,20265.00964164734
hf_T5,4,1024,-1,HP,False,52702572032,75131.05297088623
hf_T5,1,2048,-1,FP,True,57443128320,77696.85912132263
hf_T5,2,1024,-1,FP,True,36180055552,78856.62698745728
hf_T5,6,512,-1,MP,False,34419709440,79576.26700401306
hf_T5,1,2048,-1,HP,True,41548133888,86632.70425796509
hf_T5,1,2048,-1,HP,True,41548133888,87578.0074596405
hf_T5,1,2048,-1,MP,True,48259699712,89719.84601020813
